,price,location,city,latitude,longitude,baths,purpose,bedrooms,date_added,Total_Area
2746,32000,Gulistan Colony,Rawalpindi,33.56457726,73.09148002,3,For Rent,3,9/20/2018,5445.0
2747,11500000,Mughalpura,Lahore,31.563398,74.3891,3,For Sale,2,9/6/2018,14973.804999999998
2748,4600000,Shahra-e-Faisal,Karachi,24.869595,67.193,2,For Sale,2,9/20/2018,8712.032
2749,61000000,North Nazimabad,Karachi,24.942087,67.048695,5,For Sale,7,9/20/2018,65340.0
2750,37000000,Sea View Apartments,Karachi,24.791838,67.044668,3,For Sale,3,9/20/2018,3267.012
2751,18000000,Samanabad,Lahore,31.539206,74.305515,7,For Sale,6,9/6/2018,2722.51
2752,22000,Airport Housing Society,Rawalpindi,33.584261,73.121663,3,For Rent,3,9/20/2018,15246.056
2753,110000,E-11,Islamabad,33.704599,72.978702,3,For Rent,3,9/7/2018,5445.0
2754,1500000,New Karachi,Karachi,24.995238,67.064924,1,For Sale,2,9/21/2018,8712.032
2755,500000,F-10,Islamabad,33.691531,73.005431,6,For Rent,9,9/7/2018,5445.0
2756,3400000,Malir,Karachi,24.89321,67.195473,2,For Sale,2,9/20/2018,8984.283
2757,16500000,Faisal Town,Lahore,31.479404,74.30397,5,For Sale,4,10/6/2018,1905.757
2758,40000000,GT Road,Rawalpindi,33.495074,73.196914,10,For Sale,9,10/7/2018,5445.0
2759,25000,Airport Road,Rawalpindi,33.60959781,73.1063962,2,For Rent,3,10/20/2018,24230.339
2760,40000000,Tipu Sultan Road,Karachi,24.87612,67.08533,5,For Sale,5,10/20/2018,3267.012
2761,15000000,Allama Iqbal Road,Lahore,31.559198,74.351165,5,For Sale,7,10/6/2018,2994.7609999999995
2762,5200000,I-13,Islamabad,33.62183716,72.98813023,3,For Sale,3,10/7/2018,1361.255
2763,4500000,North Nazimabad,Karachi,24.933144,67.033165,3,For Sale,4,10/20/2018,11979.043999999998
2764,2800000,H-15,Islamabad,33.62334,72.93889,2,For Sale,2,10/7/2018,1361.255
2765,9200000,Canal Bank Housing Scheme,Lahore,31.572434,74.413002,3,For Sale,2,10/6/2018,1361.255
2766,3500000,Gizri,Karachi,24.820393,67.0468,2,For Sale,3,10/20/2018,8984.283
2767,17500000,Gulistan-e-Jauhar,Karachi,24.920384,67.129162,3,For Sale,3,10/20/2018,13068.048
2768,145000,DHA Defence,Karachi,24.782215,67.07454,4,For Rent,3,10/21/2018,5445.0
2769,5500000,North Nazimabad,Karachi,24.941744,67.053638,0,For Sale,0,10/20/2018,7895.278999999999
2770,27500000,Harbanspura Road,Lahore,31.560697,74.421326,3,For Sale,2,10/6/2018,4900.518
2771,10500000,Soan Garden,Islamabad,33.554271,73.155599,4,For Sale,4,10/7/2018,2722.51
2772,22500000,Abul Hassan Isphani Road,Karachi,24.941817,67.098056,3,For Sale,3,10/20/2018,26136.096
2773,5200000,Multan Road,Lahore,31.532235,74.287357,2,For Sale,3,10/6/2018,816.7529999999999
2774,8500000,Cantt,Lahore,31.490127,74.418805,4,For Sale,3,10/6/2018,1089.004
2775,30000000,Gulshan-e-Iqbal Town,Karachi,24.939604,67.095909,3,For Sale,3,10/6/2018,4356.016
2776,25000,G-11,Islamabad,33.669533,73.000073,2,For Rent,2,10/20/2018,10073.286999999998
2777,12000000,DHA 11 Rahbar,Lahore,31.382072,74.276866,5,For Sale,3,10/6/2018,1361.255
2778,15000000,Pakistan Town,Islamabad,33.575405,73.143325,5,For Sale,5,10/7/2018,2722.51
2779,7000000,Harbanspura,Lahore,31.575684,74.423604,2,For Sale,2,10/6/2018,1633.506
2780,5600000,Shahra-e-Faisal,Karachi,24.895468,67.177091,2,For Sale,4,10/20/2018,1089.004
2781,9500000,Mansoorah,Lahore,31.492615,74.265647,4,For Sale,3,10/6/2018,1361.255
2782,9000000,Acro Green - Bankers Avenue,Lahore,31.437103,74.482945,4,For Sale,3,10/6/2018,1361.255
2783,10000000,Shadbagh,Lahore,31.602644,74.340019,0,For Sale,0,10/6/2018,1361.255
2784,35000,Misryal Road,Rawalpindi,33.602483,73.005418,0,For Rent,0,10/20/2018,2722.51
2785,37000000,Bahria Town Rawalpindi,Rawalpindi,33.549693,73.130536,6,For Sale,10,10/7/2018,5445.0
2786,18500000,Shalley Valley,Rawalpindi,33.59755,73.014175,5,For Sale,5,10/7/2018,2722.51
2787,30000000,State Life Housing Society,Lahore,31.44558,74.401217,6,For Sale,5,10/6/2018,5445.0
2788,75000000,E-11,Islamabad,33.69691,72.969198,7,For Sale,6,10/7/2018,5445.0
2789,12500000,Gulshan-e-Iqbal Town,Karachi,24.934623,67.099164,3,For Sale,3,10/20/2018,1361.255
2790,16000000,Faisal Town - F-18,Islamabad,33.616692,72.858996,6,For Sale,6,10/7/2018,1905.757
2791,19000000,Gulistan-e-Jauhar,Karachi,24.912026,67.130733,4,For Sale,3,10/20/2018,24230.339
2792,30000000,North Nazimabad,Karachi,24.935635,67.05102,6,For Sale,6,10/20/2018,25319.343
2793,9000000,Awan Town,Lahore,31.503922,74.260068,5,For Sale,4,10/6/2018,1361.255
2794,21000000,DHA Defence,Karachi,24.81436729,67.07208252,3,For Sale,3,10/20/2018,24230.339
2795,6800000,Gulistan-e-Jauhar,Karachi,24.912026,67.130733,2,For Sale,2,10/20/2018,11979.043999999998
2796,8500000,Gulistan-e-Jauhar,Karachi,24.920408,67.139473,4,For Sale,3,10/20/2018,2178.008
2797,24500000,Garden Town,Lahore,31.503922,74.323139,5,For Sale,5,10/6/2018,2722.51
2798,7500000,GT Road,Lahore,31.59724114,74.47458297,5,For Sale,4,10/6/2018,1089.004
2799,40000000,Bahria Town Rawalpindi,Rawalpindi,33.549693,73.130536,7,For Sale,10,10/7/2018,5445.0
2800,20000000,Gadap Town,Karachi,25.017951,67.136393,6,For Sale,6,10/20/2018,26136.096
2801,2100000,Sheraz Town,Lahore,31.426301,74.28958,1,For Sale,2,10/6/2018,544.502
2802,7500000,Allama Iqbal Road,Lahore,31.559198,74.351166,3,For Sale,4,10/6/2018,816.7529999999999
2803,40000,Madina Town,Faisalabad,31.41764,73.120401,0,For Rent,0,10/20/2018,2722.51
2804,66500000,Jamshed Town,Karachi,24.862453,67.080925,5,For Sale,6,10/20/2018,2994.7609999999995
2805,7000000,Tajpura,Lahore,31.557474,74.401431,3,For Sale,3,10/6/2018,1361.255
2806,4500000,Gulistan-e-Jauhar,Karachi,24.926606,67.130384,2,For Sale,2,10/20/2018,11979.043999999998
2807,5000000,Salamatpura,Lahore,31.582849,74.417009,2,For Sale,1,10/6/2018,1089.004
2808,1800000,Korangi,Karachi,24.826235,67.108905,1,For Sale,2,10/20/2018,4900.518
2809,22000,Transformer Chowk,Rawalpindi,33.633484,73.087673,2,For Rent,3,10/20/2018,1361.255
2810,45000,Bani Gala,Islamabad,33.713488,73.16268,4,For Rent,4,10/20/2018,29130.857
2811,18500000,Misryal Road,Rawalpindi,33.60051224,72.99803066,7,For Sale,6,10/7/2018,31308.865
2812,28000000,North Karachi,Karachi,24.972287,67.066298,5,For Sale,0,10/20/2018,26136.096
2813,17500000,North Karachi,Karachi,24.97466,67.054667,6,For Sale,6,10/20/2018,13068.048
2814,16000000,Military Accounts Housing Society,Lahore,31.421742,74.282985,0,For Sale,0,10/6/2018,2178.008
2815,25000,North Karachi,Karachi,24.981857,67.060118,2,For Rent,2,10/21/2018,1089.004
2816,25500000,Gulistan-e-Jauhar,Karachi,24.907822,67.129209,5,For Sale,4,10/20/2018,2178.008
2817,28000000,North Nazimabad,Karachi,24.935635,67.05102,8,For Sale,8,10/20/2018,25319.343
2818,12000000,Janjua Town,Rawalpindi,33.544556,73.056127,0,For Sale,4,10/7/2018,23141.335
2819,47500000,Mohafiz Town,Lahore,31.4549165,74.21600819,4,For Sale,5,10/6/2018,5445.0
2820,45000000,Khalid Bin Walid Road,Karachi,24.874922,67.057322,0,For Sale,0,10/21/2018,26136.096
2821,6500000,Millat Town,Faisalabad,31.493164,73.102634,4,For Sale,4,10/20/2018,1905.757
2822,25000000,Liaquatabad,Karachi,24.911155,67.053208,3,For Sale,3,10/20/2018,13068.048
2823,100000,G-9,Islamabad,33.682675,73.030243,3,For Rent,3,10/20/2018,1905.757
2824,15500000,Pakistan Town,Islamabad,33.575405,73.143325,6,For Sale,5,10/7/2018,2994.7609999999995
2825,3650000,Aashiana Road,Lahore,31.428051,74.37968,3,For Sale,3,10/6/2018,6806.275
2826,4100000,Ali Alam Garden,Lahore,31.5819,74.46352,2,For Sale,2,10/6/2018,816.7529999999999
2827,85000000,DHA Defence,Karachi,24.842493,67.071396,9,For Sale,7,10/20/2018,76230.0
2828,10000000,Toheed Park,Lahore,31.54908313,74.29194258,2,For Sale,3,10/6/2018,1361.255
2829,55000000,DHA Defence,Lahore,31.470949,74.375038,6,For Sale,5,10/6/2018,5445.0
2830,13500000,Gulshan-e-Iqbal Town,Karachi,24.928318,67.092855,3,For Sale,3,10/20/2018,16879.561999999998
2831,9500000,New Karachi,Karachi,24.99092,67.07995,0,For Sale,0,10/20/2018,15246.056
2832,3400000,Bhara kahu,Islamabad,33.73740387,73.17916107,3,For Sale,3,10/6/2018,16879.561999999998
2833,27000,G-15,Islamabad,33.632428,72.922147,4,For Rent,4,10/20/2018,29130.857
2834,7000000,Garden West,Karachi,24.873806,67.016224,3,For Sale,3,10/20/2018,17424.064
2835,10500000,Walton Road,Lahore,31.477098,74.357271,3,For Sale,3,10/6/2018,1361.255
2836,7500000,Dhok Kashmirian,Rawalpindi,33.643,73.083284,4,For Sale,4,10/7/2018,12251.294999999998
2837,165000000,National Police Foundation,Islamabad,33.700462,72.981226,6,For Sale,6,10/7/2018,2722.51
2838,13200000,Bahria Town Rawalpindi,Rawalpindi,33.498497,73.101182,5,For Sale,5,10/7/2018,1905.757
2839,130000,Bahria Town Rawalpindi,Rawalpindi,33.549693,73.130536,6,For Rent,5,10/20/2018,5445.0
2840,32500000,Bahria Town,Lahore,31.379287,74.181304,0,For Sale,0,10/6/2018,4083.765
2841,6800000,Waris Pura,Faisalabad,31.385662,73.095031,5,For Sale,4,10/20/2018,1089.004
2842,65000000,North Nazimabad,Karachi,24.941744,67.053638,5,For Sale,6,10/20/2018,65340.0
2843,110000,Bahria Town,Islamabad,33.55083727,73.10628891,4,For Rent,3,10/7/2018,5445.0
2844,19000000,Nasheman-e-Iqbal,Lahore,31.432398,74.249282,6,For Sale,5,10/6/2018,2722.51
2845,7500000,Gulistan-e-Jauhar,Karachi,24.932222,67.14726,3,For Sale,3,10/20/2018,1361.255
2846,9500000,Khudadad Colony,Karachi,24.873652,67.044956,2,For Sale,4,10/20/2018,11979.043999999998
2847,12000000,Eden Valley,Faisalabad,31.436061,73.154585,0,For Sale,4,10/20/2018,1361.255
2848,7800000,Citi Housing Society,Faisalabad,31.53292,73.065687,0,For Sale,0,10/20/2018,1361.255
2849,11000000,Township,Lahore,31.439026,74.295001,5,For Sale,6,10/6/2018,1361.255
2850,100000000,Civil Lines,Rawalpindi,33.58731,73.068756,6,For Sale,6,10/7/2018,114345.0
2851,25000000,Saddar Town,Karachi,24.860389,67.027795,0,For Sale,0,10/20/2018,27769.602
2852,16000000,B-17,Islamabad,33.685511,72.815123,0,For Sale,0,10/7/2018,2178.008
2853,25000,Ghauri Town,Islamabad,33.619337,73.125315,2,For Rent,2,10/7/2018,1905.757
2854,500000,Nazim-ud-din Road,Islamabad,33.686443,73.011948,6,For Rent,10,10/20/2018,65340.0
2855,27500000,Askari,Lahore,31.546262,74.395467,4,For Sale,4,10/6/2018,3267.012
2856,30000,I-10,Islamabad,33.642563,73.035994,2,For Rent,3,10/20/2018,14429.302999999998
2857,47500000,Gulistan-e-Jauhar,Karachi,24.926606,67.130384,10,For Sale,9,10/20/2018,26136.096
2858,2500000,Saddar Town,Karachi,24.855405,67.011194,2,For Sale,3,10/20/2018,11979.043999999998
2859,20000000,Samanabad,Lahore,31.53425,74.30073,4,For Sale,5,10/6/2018,2994.7609999999995
2860,15000,Tezab Mill Road,Faisalabad,31.412036,73.126159,2,For Rent,2,10/20/2018,6806.275
2861,6000000,Gulistan-e-Jauhar,Karachi,24.93591,67.152597,3,For Sale,2,10/20/2018,1361.255
2862,3100000,Lyari Expressway,Karachi,24.894222,67.045655,3,For Sale,6,10/20/2018,8712.032
2863,30000,Green Avenue,Islamabad,33.668941,73.151413,2,For Rent,2,10/20/2018,16879.561999999998
2864,35000,Eden Gardens,Faisalabad,31.424316,73.149465,0,For Rent,0,10/20/2018,1361.255
2865,32500000,Scheme 33,Karachi,24.950398,67.147218,9,For Sale,9,10/20/2018,26136.096
2866,30000,Defence Road,Rawalpindi,33.53681607,73.10126781,3,For Rent,3,10/20/2018,2722.51
2867,80000,DHA Defence,Karachi,24.805045,67.064323,3,For Rent,3,10/21/2018,5445.0
2868,20000,DHA Defence,Islamabad,33.507336,73.266106,3,For Rent,3,10/20/2018,2178.008
2869,110000,E-11,Islamabad,33.698137,72.978215,4,For Rent,4,10/20/2018,2178.008
2870,13000000,Adiala Road,Rawalpindi,33.550869,73.056182,0,For Sale,5,10/7/2018,2722.51
2871,32000,Bahria Town Rawalpindi,Rawalpindi,33.485576,73.08393,3,For Rent,3,10/8/2018,2722.51
2872,40000000,Madina Town,Faisalabad,31.41764,73.120401,2,For Sale,3,10/20/2018,24230.339
2873,5500000,Shoukat Town,Lahore,31.458686,74.359331,4,For Sale,4,10/6/2018,9528.785
2874,23000000,Gulshan-e-Ravi,Lahore,31.551184,74.284058,2,For Sale,2,10/6/2018,2994.7609999999995
2875,62500000,DHA Defence,Lahore,31.462493,74.452372,8,For Sale,8,10/6/2018,5445.0
2876,10500000,State Life Housing Society,Lahore,31.44558,74.401217,4,For Sale,3,10/6/2018,1361.255
2877,23000,Zaraj Housing Scheme,Islamabad,33.520068,73.158699,0,For Rent,0,10/20/2018,8984.283
2878,3800000,Dhamyal Road,Rawalpindi,33.55643885,73.02466929,4,For Sale,3,10/7/2018,2178.008
2879,65000000,Bahria Town Rawalpindi,Rawalpindi,33.526943,73.093743,9,For Sale,8,10/7/2018,65340.0
2880,4300000,Shalimar Town,Lahore,31.594824,74.386277,3,For Sale,3,10/6/2018,6806.275
2881,36500000,Gulberg,Lahore,31.495909,74.350569,5,For Sale,4,10/6/2018,3811.514
2882,15000000,Scheme 33,Karachi,24.938913,67.140593,3,For Sale,2,10/20/2018,13068.048
2883,5000000,Punjab Government Servant Housing Foundation (PGSHF),Rawalpindi,33.517469,73.046617,3,For Sale,2,10/7/2018,13068.048
2884,3400000,Burma Town,Islamabad,33.643635,73.125243,2,For Sale,3,10/7/2018,1089.004
2885,50000,Bahria Town Rawalpindi,Rawalpindi,33.549693,73.130536,5,For Rent,4,10/20/2018,2722.51
2886,6500000,North Karachi,Karachi,24.972287,67.066298,0,For Sale,0,10/20/2018,13068.048
2887,22500000,I-13,Islamabad,33.6239357,72.98605347,0,For Sale,0,10/7/2018,4356.016
2888,50000000,Gulzar Colony,Faisalabad,31.39537,73.12216,4,For Sale,5,10/20/2018,92565.0
2889,15000,Jaranwala Road,Faisalabad,31.403427,73.138339,2,For Rent,2,10/20/2018,6806.275
2890,9000000,Malir,Karachi,24.892198,67.173829,4,For Sale,3,10/20/2018,15790.558
2891,35000,F-10,Islamabad,33.691531,73.005431,0,For Rent,0,10/7/2018,8712.032
2892,20000000,Malir,Karachi,24.9052,67.187483,0,For Sale,0,10/20/2018,3267.012
2893,5600000,Gulistan-e-Jauhar,Karachi,24.913179,67.121959,3,For Sale,3,10/20/2018,17696.315
2894,8900000,Islam Nagar,Lahore,31.49229,74.367165,2,For Sale,3,10/6/2018,1089.004
2895,2450000,Shah Faisal Town,Karachi,24.879857,67.169895,2,For Sale,2,10/20/2018,8984.283
2896,8000000,Cantt,Lahore,31.490127,74.418805,4,For Sale,3,10/5/2018,9528.785
2897,10000000,Raza Abad,Faisalabad,31.42599,73.048217,2,For Sale,6,10/20/2018,1361.255
2898,3600000,Korangi,Karachi,24.832078,67.129869,0,For Sale,0,10/20/2018,8712.032
2899,4200000,Daroghewala,Lahore,31.58217251,74.40696321,2,For Sale,1,10/6/2018,816.7529999999999
2900,32500000,Cantt,Karachi,24.916643,67.143967,10,For Sale,6,10/20/2018,2178.008
2901,13500000,New Super Town,Lahore,31.495945,74.377184,5,For Sale,5,10/6/2018,1361.255
2902,24000,PWD Colony,Rawalpindi,33.570881,73.145235,3,For Rent,4,10/20/2018,2722.51
2903,30000000,Khayaban-e-Sir Syed,Rawalpindi,33.638847,73.048089,6,For Sale,6,10/7/2018,2994.7609999999995
2904,20000000,Samanabad,Lahore,31.53425,74.30073,5,For Sale,4,10/6/2018,2994.7609999999995
2905,7500000,F-11,Islamabad,33.683533,72.99041,1,For Sale,1,10/7/2018,8984.283
2906,61500000,Scheme 33,Karachi,24.960635,67.113225,1,For Sale,6,10/20/2018,65340.0
2907,20000,Khanna Pul,Islamabad,33.629662,73.112268,0,For Rent,0,10/20/2018,1089.004
2908,60000,Malir,Karachi,24.956491,67.219341,2,For Rent,2,10/21/2018,5445.0
2909,16000,Ghauri Town,Islamabad,33.61855,73.135471,2,For Rent,2,10/20/2018,1361.255
2910,50000,Askari 14,Rawalpindi,33.543004,73.067576,6,For Rent,5,10/20/2018,2722.51
2911,27000,G-11,Islamabad,33.663818,72.99526,4,For Rent,3,10/20/2018,5445.0
2912,8500000,Fateh Garh,Lahore,31.56879,74.40495,2,For Sale,2,10/6/2018,1633.506
2913,24500000,Johar Town,Lahore,31.465275,74.291897,6,For Sale,5,10/6/2018,20418.825
2914,65000,E-11,Islamabad,33.698137,72.978215,3,For Rent,2,10/20/2018,2178.008
2915,13500000,Pak Arab Housing Society,Lahore,31.426924,74.342333,0,For Sale,4,10/6/2018,1361.255
2916,10500000,North Karachi,Karachi,24.969757,67.07269,6,For Sale,6,10/20/2018,8984.283
2917,6500000,Gulistan-e-Jauhar,Karachi,24.926606,67.130384,2,For Sale,2,10/20/2018,11979.043999999998
2918,8500000,Islamia Park,Lahore,31.548701,74.303386,3,For Sale,4,10/6/2018,7623.027999999999
2919,5500000,North Karachi,Karachi,24.97645,67.060289,2,For Sale,2,10/20/2018,9801.036
2920,10000000,Malir,Karachi,24.89321,67.195473,6,For Sale,4,10/20/2018,13068.048
2921,17500000,LDA Avenue,Lahore,31.40918,74.210107,4,For Sale,4,10/6/2018,2722.51
2922,9000000,Mughalpura,Lahore,31.571516,74.367084,3,For Sale,2,10/6/2018,1361.255
2923,11000,Bhara kahu,Islamabad,33.74618129,73.17461014,3,For Rent,3,10/20/2018,1089.004
2924,27500000,Malir,Karachi,24.892198,67.173829,3,For Sale,4,10/20/2018,2178.008
2925,4200000,North Nazimabad,Karachi,24.933144,67.033167,2,For Sale,2,10/20/2018,8439.780999999999
2926,300000,F-7,Islamabad,33.72334,73.051171,4,For Rent,4,10/20/2018,5445.0
2927,3300000,H-15,Islamabad,33.623339,72.93889,2,For Sale,2,10/7/2018,816.7529999999999
2928,170000,E-11,Islamabad,33.698137,72.978215,5,For Rent,5,10/20/2018,2722.51
2929,5500000,Gulshan-e-Iqbal Town,Karachi,24.916643,67.096539,2,For Sale,2,10/21/2018,9801.036
2930,22000,Sadiqabad,Rawalpindi,33.63239763,73.08073282,3,For Rent,2,10/20/2018,1089.004
2931,120000,Bahria Town Rawalpindi,Rawalpindi,33.550408,73.115473,6,For Rent,7,10/20/2018,5445.0
2932,22000,Liaquatabad,Karachi,24.903253,67.052279,2,For Rent,2,10/21/2018,5989.521999999999
2933,8000000,Bahria Town Karachi,Karachi,25.065275,67.313384,3,For Sale,3,10/20/2018,1361.255
2934,5500000,Zaraj Housing Scheme,Islamabad,33.52007,73.1587,2,For Sale,2,10/7/2018,8984.283
2935,11000000,Gulistan-e-Jauhar,Karachi,24.926606,67.130384,3,For Sale,3,10/21/2018,23413.586
2936,12500000,Johar Town,Lahore,31.465312,74.303584,4,For Sale,3,10/6/2018,1361.255
2937,11000000,Scheme 33,Karachi,24.938913,67.140593,4,For Sale,4,10/20/2018,13068.048
2938,3500000,Usman Town,Faisalabad,31.45994,73.099787,2,For Sale,3,10/20/2018,816.7529999999999
2939,19500000,Park View Villas,Lahore,31.455172,74.202454,5,For Sale,5,10/6/2018,2722.51
2940,15000000,Satiana Road,Faisalabad,31.372179,73.125594,5,For Sale,5,10/20/2018,2722.51
2941,11500000,DHA 11 Rahbar,Lahore,31.390645,74.252887,3,For Sale,3,10/6/2018,1361.255
2942,13800000,Tricon Village,Lahore,31.409618,74.16612,5,For Sale,4,10/6/2018,2178.008
2943,12000000,DHA 11 Rahbar,Lahore,31.390645,74.252887,3,For Sale,3,10/6/2018,1361.255
2944,2800000,North Karachi,Karachi,24.972287,67.066298,2,For Sale,2,10/20/2018,6534.023999999999
2945,20000,Bahria Town,Islamabad,33.55083727,73.10628891,2,For Rent,3,10/20/2018,9801.036
2946,10500000,Johar Town,Lahore,31.465312,74.303584,4,For Sale,3,10/6/2018,1361.255
2947,7000000,Nazimabad,Karachi,24.922909,67.028146,3,For Sale,3,10/20/2018,11706.793
2948,21000000,Hill Park,Karachi,24.868021,67.071147,3,For Sale,3,10/20/2018,19874.323
2949,23000,CBR Town,Islamabad,33.559385,73.141265,3,For Rent,3,10/20/2018,1905.757
2950,5500000,Kot Khawaja Saeed,Lahore,31.59111,74.35452,2,For Sale,5,10/6/2018,816.7529999999999
2951,12000000,DHA 11 Rahbar,Lahore,31.390645,74.252887,3,For Sale,3,10/6/2018,1361.255
2952,16000,F-11,Islamabad,33.689282,72.988958,1,For Rent,1,10/7/2018,272.251
2953,7500000,Shah Faisal Town,Karachi,24.87440681,67.18091583,3,For Sale,2,10/20/2018,13068.048
2954,3500000,Azam Gardens,Lahore,31.4899391,74.26741719,0,For Sale,0,10/6/2018,816.7529999999999
2955,17500000,Johar Town,Lahore,31.46652,74.30053,4,For Sale,4,10/6/2018,1905.757
2956,24000000,Tulsa Road,Rawalpindi,33.567664,73.052858,7,For Sale,7,10/8/2018,65340.0
2957,6000000,Canal Road,Faisalabad,31.429527,73.155627,4,For Sale,3,10/20/2018,816.7529999999999
2958,6300000,Nazimabad,Karachi,24.916721,67.031622,3,For Sale,3,10/20/2018,11706.793
2959,21000000,Jamshed Town,Karachi,24.869111,67.060976,3,For Sale,3,10/20/2018,19329.821
2960,11500000,Ghauri Town,Islamabad,33.612609,73.129631,4,For Sale,4,10/7/2018,1361.255
2961,6500000,North Nazimabad,Karachi,24.96464386,67.05904299,2,For Sale,2,10/20/2018,10073.286999999998
2962,8500000,Range Road,Rawalpindi,33.59859301,73.01800346,3,For Sale,8,10/7/2018,1361.255
2963,30000,Ghalib City,Faisalabad,31.421539,73.14799,3,For Rent,3,10/20/2018,1361.255
2964,3200000,Gulistan-e-Jauhar,Karachi,24.907822,67.129209,2,For Sale,3,10/20/2018,7623.027999999999
2965,7200000,Gulistan-e-Jauhar,Karachi,24.926606,67.130384,0,For Sale,0,10/20/2018,16879.561999999998
2966,11500000,Wapda Town,Lahore,31.434522,74.266148,4,For Sale,3,10/6/2018,1361.255
2967,25000,Dhok Kashmirian,Rawalpindi,33.643,73.083284,3,For Rent,2,10/20/2018,1361.255
2968,17000000,Bedian Road,Lahore,31.473475,74.429565,5,For Sale,5,10/6/2018,23958.088
2969,3000000,Bahria Orchard,Lahore,31.317861,74.21814,1,For Sale,2,10/6/2018,1089.004
2970,25000000,Satiana Road,Faisalabad,31.390066,73.131186,6,For Sale,7,10/20/2018,20418.825
2971,12500000,Peoples Colony No 2,Faisalabad,31.395847,73.091168,4,For Sale,8,10/20/2018,2722.51
2972,2100000,Gadap Town,Karachi,25.015331,67.126094,1,For Sale,1,10/20/2018,544.502
2973,7800000,Cantt,Lahore,31.473596,74.393917,4,For Sale,3,10/6/2018,12251.294999999998
2974,52500000,DHA Defence,Islamabad,33.540894,73.095732,6,For Sale,6,10/7/2018,5445.0
2975,6500000,Gulistan-e-Jauhar,Karachi,24.915748,67.119548,3,For Sale,3,10/20/2018,1633.506
2976,6300000,Ghauri Town,Islamabad,33.619337,73.125315,3,For Sale,2,10/19/2018,15246.056
2977,6500000,Mansoorabad,Faisalabad,31.435657,73.118598,3,For Sale,2,10/20/2018,1089.004
2978,9000000,Sant Nagar,Lahore,31.569505,74.295473,2,For Sale,3,10/6/2018,6806.275
2979,11000000,Shaheed Millat Road,Karachi,24.876976,67.069237,2,For Sale,2,10/20/2018,14429.302999999998
2980,2400000,Gizri,Karachi,24.821094,67.043195,2,For Sale,2,10/20/2018,7895.278999999999
2981,9500000,Garden West,Karachi,24.873806,67.016224,3,For Sale,2,10/20/2018,10345.538
2982,4800000,Fazaia Housing Scheme,Karachi,25.05711,67.480417,2,For Sale,2,10/20/2018,15790.558
2983,21000000,Sabzazar Scheme,Lahore,31.515411,74.258294,4,For Sale,5,10/6/2018,2722.51
2984,5500000,Dubai Town,Lahore,31.414162,74.23194,5,For Sale,4,10/6/2018,1361.255
2985,17500000,Askari 14,Rawalpindi,33.543004,73.067576,3,For Sale,3,10/7/2018,2722.51
2986,40000,Gulistan-e-Jauhar,Karachi,24.912026,67.130733,2,For Rent,3,10/21/2018,26136.096
2987,42000,DHA Defence,Islamabad,33.527944,73.161392,3,For Rent,3,10/20/2018,5445.0
2988,14000000,Gulshan-e-Iqbal Town,Karachi,24.898465,67.0625,4,For Sale,4,10/20/2018,2178.008
2989,22000000,DHA Defence,Karachi,24.791955,67.065082,4,For Sale,4,10/20/2018,28858.606
2990,4500000,Dastgir Colony,Karachi,24.925716,67.07721,2,For Sale,2,10/20/2018,10345.538
2991,35000000,Riwaz Garden,Lahore,31.559961,74.303176,0,For Sale,0,10/6/2018,2722.51
2992,5900000,DHA Defence,Karachi,24.805045,67.064323,2,For Sale,2,10/20/2018,5717.271
2993,9000000,Islampura,Lahore,31.566287,74.298735,3,For Sale,3,10/6/2018,1089.004
2994,15000,G-9,Islamabad,33.686496,73.039076,1,For Rent,1,10/20/2018,1361.255
2995,7500000,Gulistan-e-Jauhar,Karachi,24.926606,67.130384,3,For Sale,5,10/20/2018,2178.008
2996,10000000,Muslim Town,Lahore,33.74946419,73.06114197,3,For Sale,4,10/7/2018,1089.004
2997,7800000,Atari Saroba,Lahore,31.429122,74.369925,4,For Sale,4,10/6/2018,1089.004
2998,5500000,Pak Arab Housing Society,Lahore,31.432104,74.34911,4,For Sale,3,10/6/2018,816.7529999999999
2999,12000000,DHA 11 Rahbar,Lahore,31.390645,74.252887,3,For Sale,3,10/6/2018,1361.255
3000,65000,G-11,Islamabad,33.675604,73.000367,2,For Rent,2,10/20/2018,1905.757
3001,14000000,Pak Arab Housing Society,Lahore,31.426905,74.341689,5,For Sale,4,10/6/2018,1361.255
3002,45000,Gulistan-e-Jauhar,Karachi,24.912026,67.130733,3,For Rent,3,10/21/2018,3267.012
3003,68000,Bahria Town,Islamabad,33.55083727,73.10628891,4,For Rent,3,10/20/2018,5445.0
3004,3600000,Chakri Road,Rawalpindi,33.543125,72.98946,3,For Sale,5,10/7/2018,1089.004
3005,17000000,Bahria Town Rawalpindi,Rawalpindi,33.509017,73.081219,3,For Sale,6,10/7/2018,2722.51
3006,20500000,Shah Kamal Road,Lahore,31.52607,74.307452,5,For Sale,8,10/6/2018,1633.506
3007,3300000,Gadap Town,Karachi,25.004868,67.041096,2,For Sale,2,10/20/2018,8984.283
3008,7500000,Pak Arab Housing Society,Lahore,31.432105,74.349117,3,For Sale,3,10/6/2018,816.7529999999999
3009,35000000,Multan Road,Lahore,31.431593,74.179974,6,For Sale,8,10/6/2018,2178.008
3010,45000,Rawal Town,Islamabad,33.686032,73.117268,4,For Rent,4,10/20/2018,2722.51
